Ids,X,Y
5,1202.392578125,799.16943359375
1,767.8828125,449.3095703125
2,359.6582336425781,535.21630859375
3,660.0350341796875,459.7225341796875
4,192.03042602539062,249.40557861328125
5,1210.714599609375,806.4588623046875
1,770.624267578125,451.0309143066406
2,359.86090087890625,533.163818359375
3,663.1793212890625,462.0325622558594
4,191.31007385253906,248.58929443359375
5,1215.55322265625,811.792236328125
6,471.89813232421875,257.69110107421875
1,772.851318359375,452.23736572265625
2,359.5721740722656,531.6686401367188
3,665.9989624023438,463.9879150390625
4,190.74755859375,247.5821990966797
5,1219.6500244140625,816.1708984375
6,471.52392578125,257.8747253417969
1,776.3171997070312,454.06500244140625
2,358.201416015625,528.8629150390625
3,670.9668579101562,467.117919921875
4,189.97235107421875,246.36367797851562
5,1228.4273681640625,830.475830078125
6,471.636474609375,257.64349365234375
1,779.3653564453125,455.72601318359375
2,356.29730224609375,526.6490478515625
3,675.9736938476562,470.3327331542969
4,188.67359924316406,245.54493713378906
5,1233.8665771484375,840.458251953125
6,471.57733154296875,257.3818359375
1,781.9779052734375,457.48321533203125
2,355.1177673339844,524.7281494140625
3,679.8026123046875,473.13970947265625
4,187.91929626464844,244.6544189453125
5,1240.94189453125,850.0380859375
6,471.7530517578125,257.3858642578125
1,784.6943359375,459.02545166015625
2,354.07891845703125,523.1331787109375
3,682.94677734375,475.6664733886719
4,187.44918823242188,243.7208251953125
5,1246.4190673828125,858.612060546875
6,471.80108642578125,257.41180419921875
1,787.5306396484375,460.7886047363281
2,352.7052001953125,521.16015625
3,685.8733520507812,478.0252990722656
4,186.86572265625,243.3211669921875
5,1252.08740234375,866.3162841796875
6,471.8359069824219,257.6324157714844
1,791.3297729492188,463.6798095703125
2,351.16314697265625,518.322265625
3,691.558837890625,481.770751953125
4,185.72239685058594,242.68280029296875
5,1260.109375,874.5887451171875
6,471.73199462890625,257.5892639160156
1,794.0901489257812,465.17376708984375
2,349.8369140625,516.315185546875
3,695.6851806640625,484.4417724609375
4,185.1185760498047,242.10572814941406
5,1267.0400390625,882.1161499023438
6,471.72161865234375,257.9302062988281
1,796.1859741210938,466.5128173828125
2,349.28424072265625,514.5003662109375
3,699.5262451171875,487.0721435546875
4,184.2913360595703,241.5174560546875
6,471.5394287109375,258.8780822753906
1,797.762451171875,467.6430969238281
2,348.5341796875,513.0737915039062
3,702.8741455078125,489.4895935058594
4,183.57177734375,241.0810546875
6,471.5483093261719,258.880859375
1,799.7015380859375,469.0333251953125
2,347.46356201171875,510.40753173828125
3,706.2869873046875,491.87518310546875
4,182.81732177734375,240.70138549804688
6,471.8146057128906,258.2874755859375
7,434.0629577636719,297.4205017089844
1,805.1550903320312,470.79034423828125
2,346.21246337890625,507.52557373046875
3,713.0252685546875,496.0332336425781
4,181.6700439453125,239.63302612304688
6,471.5617980957031,258.13092041015625
7,437.3289794921875,299.6752624511719
1,809.1968383789062,472.5283203125
2,345.2632141113281,505.36737060546875
3,718.4592895507812,499.24224853515625
4,180.7623291015625,238.63031005859375
6,471.5688171386719,257.9310302734375
7,439.20330810546875,300.5506591796875
1,812.3209228515625,474.3555908203125
2,344.1514587402344,503.7007141113281
3,722.2872314453125,502.09686279296875
4,180.09930419921875,238.081298828125
6,471.7323913574219,257.54248046875
7,440.67303466796875,300.9717102050781
1,814.9312133789062,475.74786376953125
2,343.5998229980469,501.3316650390625
3,726.6177978515625,504.8655700683594
4,179.15200805664062,237.21804809570312
6,471.8546142578125,257.1788330078125
7,442.28802490234375,301.8384704589844
1,817.5933837890625,477.6669921875
2,343.0081481933594,499.5865478515625
3,730.509033203125,507.4760437011719
4,178.3874969482422,236.6549072265625
6,472.047119140625,257.1211242675781
7,443.7481689453125,302.4741516113281
1,822.064453125,481.28106689453125
2,342.2202453613281,497.8431396484375
3,736.904296875,511.7310791015625
4,177.30206298828125,236.07098388671875
6,471.2725830078125,256.7762451171875
7,447.14044189453125,304.5215759277344
1,825.310302734375,483.71685791015625
2,341.6780700683594,496.04498291015625
3,742.14453125,515.2167358398438
4,176.68472290039062,235.6172332763672
6,471.4454345703125,256.7878112792969
7,449.76373291015625,306.0202941894531
1,827.9952392578125,485.86920166015625
2,341.0909729003906,494.9971923828125
3,746.3201904296875,518.2410888671875
4,176.27896118164062,235.15985107421875
6,471.47222900390625,256.9576416015625
7,451.8270568847656,306.94500732421875
1,830.924072265625,487.772216796875
2,339.8792724609375,492.9601135253906
3,750.756103515625,521.2659912109375
4,175.48690795898438,234.41378784179688
6,471.77801513671875,257.5113220214844
7,453.30645751953125,307.5799560546875
1,833.3634033203125,489.0232849121094
2,339.30084228515625,491.73248291015625
3,755.311767578125,523.8182983398438
4,175.01792907714844,233.88510131835938
6,471.3454284667969,257.7411193847656
7,454.78375244140625,308.4612121582031
1,838.327392578125,491.7686462402344
2,337.51251220703125,488.98272705078125
3,762.985107421875,527.51220703125
4,173.90304565429688,233.33978271484375
6,470.67919921875,257.74542236328125
7,456.85736083984375,309.61712646484375
1,842.1785888671875,493.54595947265625
2,336.0323486328125,486.81964111328125
3,769.1937255859375,532.26025390625
4,173.31759643554688,233.0670623779297
6,470.0323486328125,257.73162841796875
7,458.90338134765625,311.05145263671875
1,845.47509765625,495.3655090332031
2,335.2110290527344,484.86004638671875
3,774.7351684570312,536.1993408203125
4,172.76397705078125,232.54592895507812
6,469.6427001953125,257.64471435546875
7,460.659423828125,312.28802490234375
1,848.3489379882812,497.21624755859375
2,334.3531799316406,482.9728088378906
3,779.0814208984375,539.373046875
4,172.0452117919922,232.20083618164062
6,469.8055725097656,257.8723449707031
7,462.47161865234375,313.4901123046875
1,851.552001953125,499.05755615234375
2,333.5684814453125,481.5663146972656
3,783.9428100585938,542.0447387695312
4,171.65267944335938,231.71641540527344
6,469.8534851074219,259.62188720703125
7,464.4176025390625,314.06158447265625
1,856.3662109375,501.840087890625
2,332.3316650390625,478.5616455078125
3,790.0792236328125,546.4625854492188
4,170.37356567382812,230.6156005859375
6,470.3026123046875,260.38470458984375
7,467.41217041015625,315.22088623046875
1,860.2271728515625,504.431396484375
2,331.4705810546875,476.56640625
3,795.1988525390625,549.956298828125
4,169.68630981445312,229.95233154296875
6,470.7684326171875,260.70361328125
7,469.54644775390625,316.812255859375
8,579.609130859375,356.1846923828125
1,863.319091796875,506.5171813964844
2,330.772705078125,475.0724182128906
3,801.8611450195312,554.1994018554688
4,168.29722595214844,229.3870849609375
6,471.1136169433594,260.7705383300781
7,471.2578430175781,318.2689208984375
8,581.8419799804688,357.14874267578125
1,866.725830078125,508.531494140625
2,329.96575927734375,473.72845458984375
3,807.74169921875,557.5245361328125
4,167.0074005126953,228.53469848632812
6,471.3094482421875,260.4786071777344
7,472.9302978515625,319.2995300292969
8,583.6632080078125,358.22705078125
1,870.161376953125,510.3445739746094
2,329.77691650390625,472.62811279296875
3,812.853515625,561.0780029296875
4,166.05548095703125,228.11477661132812
6,471.24395751953125,259.9637756347656
7,473.6097412109375,320.65997314453125
8,585.448974609375,359.59539794921875
1,875.6506958007812,513.1466064453125
2,328.28216552734375,470.78851318359375
3,821.6805419921875,566.4373779296875
4,164.98007202148438,227.3414306640625
6,471.40789794921875,259.0705261230469
7,475.5927734375,321.525390625
8,589.2457275390625,361.696044921875
1,879.171630859375,515.2977294921875
2,327.20086669921875,469.17059326171875
3,828.269287109375,570.4573364257812
4,164.3746337890625,226.69082641601562
6,471.5283508300781,258.532470703125
7,478.5810852050781,322.8600769042969
8,591.6431884765625,363.2926025390625
1,881.925537109375,517.060302734375
2,326.9234619140625,467.76690673828125
3,834.1453857421875,573.528076171875
4,163.6510467529297,226.23220825195312
6,471.3839111328125,258.4141845703125
7,481.25274658203125,323.79412841796875
8,593.9053955078125,364.2917785644531
1,884.509033203125,518.9622802734375
2,326.91229248046875,466.7604064941406
3,839.7059326171875,577.1356201171875
4,162.83148193359375,225.83453369140625
6,471.205322265625,258.42144775390625
7,483.3316650390625,324.78656005859375
8,594.8275756835938,365.41534423828125
1,888.13037109375,521.197509765625
2,326.28826904296875,465.43646240234375
3,845.0205078125,580.94384765625
4,162.06854248046875,225.38079833984375
6,471.2980041503906,259.2991027832031
7,485.3880920410156,325.8739013671875
8,595.5960083007812,366.0662841796875
1,893.796142578125,524.40966796875
2,325.13134765625,463.0140686035156
3,854.1168212890625,587.2257080078125
4,161.09841918945312,224.89401245117188
6,471.49993896484375,259.48883056640625
7,488.5059814453125,327.61279296875
8,598.3738403320312,368.0259094238281
1,897.5347900390625,526.8931884765625
2,324.0937194824219,461.26226806640625
3,861.910888671875,591.4771118164062
4,160.4649658203125,224.4654541015625
6,471.7065734863281,259.97259521484375
7,490.4317626953125,329.26263427734375
8,600.8759765625,369.8221435546875
1,900.9671630859375,528.6741943359375
2,323.5347900390625,459.7588806152344
3,867.970703125,595.352783203125
4,160.01947021484375,224.4464111328125
6,471.9011535644531,259.7126159667969
7,492.25897216796875,330.834716796875
8,603.6370849609375,371.2384033203125
1,904.8436279296875,530.9676513671875
2,322.6050109863281,458.37493896484375
3,876.6137084960938,599.3831787109375
4,159.4490966796875,223.8220672607422
6,471.8718566894531,259.9124755859375
7,494.15887451171875,331.50811767578125
8,606.3865966796875,372.6682434082031
1,908.2417602539062,532.9244384765625
2,321.98907470703125,456.7704772949219
3,882.05517578125,603.0462646484375
4,158.73056030273438,223.55718994140625
6,471.90411376953125,259.66326904296875
7,496.3690185546875,332.486328125
8,609.189453125,373.88397216796875
1,913.374267578125,536.5733032226562
2,320.7859191894531,454.7552490234375
3,891.191650390625,609.071044921875
4,157.46484375,222.3839569091797
6,471.9471130371094,259.756103515625
7,498.7264404296875,333.54315185546875
8,612.6934814453125,375.9825744628906
1,917.7711181640625,539.0936279296875
2,319.60821533203125,453.14825439453125
3,898.4898681640625,614.079345703125
4,156.39747619628906,221.99024963378906
6,471.9563903808594,260.20220947265625
7,500.70953369140625,335.142822265625
8,615.367431640625,377.8858642578125
1,922.0440673828125,542.049072265625
2,318.4208984375,451.4535827636719
3,904.1679077148438,618.4810791015625
4,155.2191162109375,221.12362670898438
6,472.00433349609375,260.8684997558594
7,503.01837158203125,336.23419189453125
8,617.41650390625,379.685791015625
1,925.44189453125,544.3926391601562
2,317.61993408203125,449.84552001953125
3,908.9698486328125,622.8685302734375
4,154.5440673828125,220.32806396484375
6,471.93707275390625,260.8804016113281
7,504.84552001953125,337.34002685546875
8,619.2783203125,381.14007568359375
1,928.8333129882812,545.6397705078125
2,316.83636474609375,448.36419677734375
3,913.7055053710938,626.1875
4,153.81781005859375,219.61334228515625
6,471.7437744140625,260.0693359375
7,506.67193603515625,337.4822998046875
8,621.52734375,382.0531311035156
1,934.6318359375,548.8033447265625
2,316.007568359375,447.0213928222656
3,925.7052001953125,633.3902587890625
4,152.64407348632812,219.2074737548828
6,471.824951171875,257.8792419433594
7,510.3270568847656,339.21728515625
8,624.78271484375,383.9884033203125
1,939.09033203125,549.513671875
2,315.1531677246094,445.6149597167969
3,934.4947509765625,638.6300048828125
4,151.57235717773438,218.32583618164062
6,471.9493408203125,257.0023193359375
7,512.66943359375,340.5055236816406
8,627.39208984375,385.2236328125
1,942.9888916015625,551.4927368164062
2,314.1026916503906,444.37353515625
3,942.0087890625,643.1533203125
4,150.740234375,217.81118774414062
6,472.0631103515625,256.6571044921875
7,515.7584838867188,342.47723388671875
8,629.3148193359375,386.38775634765625
1,946.6178588867188,552.0408935546875
2,313.1251220703125,443.19866943359375
3,949.094482421875,647.8997802734375
4,150.06349182128906,217.57357788085938
6,472.0638122558594,256.5188293457031
7,517.8975219726562,343.1709289550781
8,631.932373046875,387.7955627441406
1,951.0899658203125,554.037109375
2,312.5444641113281,442.02655029296875
3,956.0767822265625,652.3737182617188
4,149.614013671875,217.49081420898438
6,472.17205810546875,256.4689025878906
7,519.923583984375,344.4466552734375
8,633.7652587890625,389.3628234863281
1,957.1122436523438,556.4615478515625
2,311.7127380371094,439.4525146484375
3,968.2272338867188,659.8170776367188
4,148.84817504882812,216.68994140625
6,472.27606201171875,256.52508544921875
7,523.0947875976562,347.234130859375
8,638.3612060546875,391.739990234375
1,961.339111328125,559.2102661132812
2,310.9311218261719,437.5465087890625
3,976.910400390625,665.9373168945312
4,148.15447998046875,215.6671905517578
6,472.21044921875,256.51837158203125
7,525.0231323242188,348.5704345703125
8,641.0335693359375,393.171875
1,965.498779296875,561.9699096679688
2,310.35247802734375,436.38568115234375
3,983.3818359375,670.7998046875
4,147.61827087402344,214.95327758789062
6,472.2650146484375,256.53436279296875
7,527.0568237304688,350.72296142578125
8,643.2158203125,394.8309020996094
1,969.6068115234375,565.3427734375
2,309.9359130859375,435.106689453125
3,989.00146484375,676.3897705078125
4,147.20419311523438,213.8536376953125
6,472.3771057128906,256.3835144042969
7,528.9306640625,352.8106689453125
8,645.557861328125,396.12188720703125
1,973.891845703125,568.394287109375
2,309.59661865234375,434.51611328125
3,998.25341796875,681.269287109375
4,146.5137939453125,213.07237243652344
6,472.64373779296875,256.3417053222656
7,531.2696533203125,353.2838134765625
8,648.00341796875,397.5857238769531
1,980.7632446289062,572.2985229492188
2,308.84149169921875,432.74945068359375
3,1011.7393188476562,689.4554443359375
4,145.00181579589844,212.45957946777344
6,472.79718017578125,256.2403869628906
7,534.5228271484375,353.78216552734375
8,650.9599609375,399.8879699707031
1,985.7252197265625,575.7120361328125
2,308.244873046875,431.33111572265625
3,1021.468017578125,695.3929443359375
4,143.94146728515625,211.77517700195312
6,472.9083251953125,256.20782470703125
7,537.159423828125,355.88037109375
8,653.86181640625,401.6026611328125
1,990.108642578125,579.0191650390625
2,307.92706298828125,429.99884033203125
3,1030.80224609375,701.67529296875
4,143.1756591796875,211.15956115722656
6,472.9053955078125,256.2271423339844
7,539.11669921875,356.8043212890625
8,656.1419677734375,402.950439453125
1,994.4544677734375,581.6400756835938
2,307.39794921875,428.71417236328125
3,1038.9688720703125,706.4024658203125
4,142.47503662109375,210.61268615722656
6,472.81982421875,256.0776672363281
7,541.0076904296875,358.35943603515625
8,658.4649047851562,404.7215576171875
1,998.858154296875,583.5159912109375
2,306.18719482421875,427.51904296875
3,1047.60595703125,711.7235107421875
4,141.81045532226562,210.62725830078125
6,472.89593505859375,256.0176696777344
7,542.5008544921875,359.82513427734375
8,660.6546020507812,406.111572265625
1,1005.751220703125,586.6968994140625
2,304.64349365234375,426.18109130859375
3,1061.0880126953125,720.8724365234375
4,140.68612670898438,209.72267150878906
6,472.73828125,256.5329895019531
7,544.8064575195312,362.19305419921875
8,663.8128662109375,408.2529296875
1,1011.25244140625,590.4864501953125
2,303.6687927246094,424.98370361328125
3,1069.8489990234375,728.2840576171875
4,139.71548461914062,209.50918579101562
6,472.64556884765625,256.6042175292969
7,546.6995239257812,363.96856689453125
8,667.2969970703125,410.1993408203125
9,88.10081481933594,201.0264892578125
1,1015.7866821289062,593.5956420898438
2,302.53485107421875,423.2630310058594
3,1079.4697265625,734.5838623046875
4,139.0474090576172,208.6090850830078
6,472.48040771484375,256.5860290527344
7,549.3038330078125,365.3509521484375
8,670.29541015625,411.81158447265625
9,87.60868835449219,200.49855041503906
1,1020.2236328125,596.3712158203125
2,301.9124755859375,422.60211181640625
3,1089.761474609375,740.2896118164062
4,138.01837158203125,208.34376525878906
6,472.69476318359375,256.6802673339844
7,551.94873046875,366.2433776855469
8,672.9266357421875,413.25653076171875
9,87.24993896484375,200.29470825195312
1,1024.5738525390625,598.7098388671875
2,301.4594421386719,421.20361328125
3,1099.81494140625,746.4071044921875
4,137.0709991455078,207.9793701171875
6,472.62030029296875,256.7682189941406
7,553.86572265625,368.1278076171875
8,675.107666015625,414.9725341796875
9,86.62744903564453,200.04254150390625
1,1032.145751953125,603.01611328125
2,300.4743957519531,419.2906188964844
3,1115.5177001953125,756.1947631835938
4,135.49505615234375,207.69833374023438
6,472.6494445800781,256.826416015625
7,557.5646362304688,368.7965087890625
8,678.9081420898438,417.6380310058594
9,85.17925262451172,199.4365234375
1,1037.4913330078125,606.513671875
2,299.86181640625,417.70318603515625
3,1127.2427978515625,763.9942626953125
4,134.468505859375,206.5740203857422
6,473.0828857421875,257.10992431640625
7,560.1533203125,370.0206298828125
8,681.7442016601562,420.86090087890625
9,84.18791198730469,198.97015380859375
1,1042.525634765625,609.4666748046875
2,299.3018798828125,416.496826171875
3,1137.8900146484375,770.0794677734375
4,133.84756469726562,206.30776977539062
6,473.2679138183594,257.3121643066406
7,562.531494140625,371.980712890625
8,684.8532104492188,422.5009765625
9,83.00672912597656,198.46673583984375
1,1047.2933349609375,611.9801025390625
2,298.5611572265625,415.05517578125
3,1148.38623046875,776.357421875
4,133.03134155273438,205.64425659179688
6,473.2605285644531,257.32916259765625
7,564.3800048828125,373.8558349609375
8,687.2489013671875,423.9999084472656
9,82.62714385986328,198.20761108398438
1,1052.032958984375,614.4393310546875
2,297.9855651855469,414.1569519042969
3,1159.224609375,782.4443359375
4,132.20693969726562,205.1540985107422
6,473.65509033203125,256.8565673828125
7,566.5477905273438,375.6914367675781
8,689.7925415039062,425.764404296875
9,82.34906768798828,197.89854431152344
1,1059.904296875,618.5740966796875
2,297.30389404296875,412.1102294921875
3,1173.7421875,796.4376831054688
4,130.8779296875,204.24676513671875
6,474.02392578125,256.4376525878906
7,569.910888671875,378.1788330078125
8,693.635498046875,427.8472900390625
9,81.42047882080078,196.94818115234375
1,1065.3050537109375,621.9111328125
2,296.68695068359375,410.7098388671875
3,1186.601806640625,807.0950317382812
4,129.96499633789062,203.7906036376953
6,474.1776123046875,256.3251953125
7,571.431884765625,379.8890075683594
8,696.9046630859375,429.28680419921875
9,80.66641235351562,196.46165466308594
1,1070.6619873046875,625.0439453125
2,296.19769287109375,409.79052734375
3,1200.70947265625,813.6578369140625
4,129.34176635742188,203.44247436523438
6,474.05633544921875,256.36431884765625
7,573.8446044921875,381.4212341308594
8,699.624755859375,430.91900634765625
9,80.09286499023438,195.7645263671875
1,1075.920654296875,628.222412109375
2,295.4747314453125,408.90484619140625
3,1209.2779541015625,819.4185791015625
4,128.78326416015625,202.907958984375
6,473.9660949707031,256.5383605957031
7,577.421875,383.0584716796875
8,702.3760986328125,432.58544921875
9,79.63536834716797,195.31407165527344
1,1080.466552734375,631.0113525390625
2,294.8899841308594,408.16009521484375
3,1214.832763671875,824.809814453125
4,128.34716796875,202.66281127929688
6,473.48114013671875,256.66064453125
7,580.1490478515625,384.7333984375
8,705.0946044921875,434.4225769042969
9,79.23062896728516,195.06011962890625
1,1087.8408203125,635.322509765625
2,293.8445129394531,406.1990966796875
3,1224.056396484375,837.6016845703125
4,127.4463882446289,201.98953247070312
6,472.37127685546875,256.3560791015625
7,583.6905517578125,386.96942138671875
8,709.4912719726562,437.33154296875
9,78.01007080078125,194.642333984375
1,1094.2899169921875,638.423828125
2,292.9881286621094,405.0672607421875
3,1230.8720703125,847.9771728515625
4,126.65390014648438,201.96435546875
6,472.2215576171875,256.7190856933594
7,586.5185546875,388.50909423828125
8,713.393310546875,439.72650146484375
9,77.33439636230469,194.42657470703125
1,1100.3408203125,641.6190185546875
2,292.33160400390625,404.1759338378906
3,1237.5810546875,856.2726440429688
4,125.76565551757812,201.410400390625
6,471.9272155761719,256.78369140625
7,588.1895751953125,389.72955322265625
8,716.7403564453125,441.7843933105469
9,77.02760314941406,193.8592529296875
1,1105.6800537109375,644.4622802734375
2,291.4305419921875,403.43768310546875
3,1243.3004150390625,864.8253173828125
4,125.29229736328125,200.87530517578125
6,471.7862243652344,256.90386962890625
7,589.8035888671875,391.1923828125
8,719.8331909179688,443.4670104980469
9,76.13194274902344,193.42864990234375
1,1110.549072265625,647.8348388671875
2,290.731689453125,401.6972961425781
3,1248.7744140625,873.6021118164062
4,124.54508972167969,200.2094268798828
6,471.6569519042969,257.2032165527344
7,591.5,392.1553955078125
8,722.6552124023438,445.2546691894531
9,75.55950164794922,192.99317932128906
1,1119.290771484375,652.6514892578125
2,289.6983947753906,399.9289855957031
3,1257.1651611328125,879.318603515625
4,123.11150360107422,199.529541015625
6,471.4207458496094,257.6061706542969
7,596.3604736328125,395.3671875
8,727.2447509765625,448.829345703125
9,73.87451171875,192.87399291992188
1,1125.56640625,656.321533203125
2,289.0296630859375,398.3562316894531
3,1267.488037109375,888.5462646484375
4,122.41756439208984,198.7007598876953
6,471.4936218261719,258.5634765625
7,599.8214111328125,397.89044189453125
8,731.5610961914062,451.2144775390625
9,73.03614807128906,192.7088165283203
1,1131.438232421875,659.846923828125
2,288.3471984863281,397.8341064453125
4,121.55827331542969,198.28768920898438
6,471.54193115234375,257.93658447265625
7,601.923828125,399.4068603515625
8,734.492919921875,452.9052734375
9,72.59803009033203,192.19082641601562
1,1137.378662109375,663.7908935546875
2,287.7970886230469,396.60211181640625
4,120.48353576660156,198.4534454345703
6,471.48883056640625,257.7414245605469
7,603.0848388671875,400.7027893066406
8,737.1666259765625,454.598876953125
9,72.22552490234375,191.84552001953125
1,1142.7315673828125,666.8156127929688
2,286.91192626953125,396.02313232421875
4,120.06688690185547,197.11495971679688
6,471.76983642578125,258.9962158203125
7,604.69384765625,402.2344970703125
8,740.67138671875,455.7570495605469
9,71.6495361328125,191.3663330078125
1,1151.9156494140625,671.1287841796875
2,285.78253173828125,394.12548828125
4,118.72389221191406,196.04769897460938
6,471.08544921875,257.195068359375
7,610.12109375,405.0085144042969
8,746.0220336914062,458.5469055175781
9,70.93264770507812,190.732666015625
10,378.909912109375,251.81979370117188
1,1158.8826904296875,675.3229370117188
2,284.91070556640625,392.41259765625
4,117.71501159667969,195.4420166015625
6,470.5345764160156,256.56915283203125
7,614.1276245117188,407.087890625
8,750.15478515625,461.1500549316406
9,69.98429870605469,190.2350311279297
10,380.36810302734375,253.14541625976562
1,1164.8143310546875,678.719970703125
2,283.9989013671875,391.80657958984375
4,116.53752899169922,194.86810302734375
6,470.5172119140625,256.47833251953125
7,617.5682373046875,409.227783203125
8,753.9993896484375,462.93804931640625
9,69.27191162109375,189.78131103515625
10,382.12750244140625,254.30953979492188
1,1171.4139404296875,681.8304443359375
2,283.56695556640625,391.20269775390625
4,115.65872192382812,194.255615234375
6,471.3209533691406,258.56341552734375
7,620.4183349609375,411.1221618652344
8,757.203125,464.91534423828125
9,68.65152740478516,189.44046020507812
10,383.3001708984375,254.82296752929688
1,1177.004638671875,685.2452392578125
2,282.9110107421875,390.6484375
4,114.79891204833984,194.2383270263672
6,471.226318359375,258.0758972167969
7,623.212890625,413.1532897949219
8,760.2366943359375,466.7745361328125
9,67.72298431396484,189.35621643066406
10,384.45245361328125,255.27096557617188
1,1187.015869140625,690.688232421875
2,281.744140625,389.2905578613281
4,113.35323333740234,193.53887939453125
6,471.0772399902344,257.70703125
7,626.9063110351562,416.4703063964844
8,765.8741455078125,470.2371826171875
9,66.7923583984375,188.98403930664062
10,385.80120849609375,255.9184112548828
1,1194.17578125,694.369873046875
2,281.31884765625,388.255615234375
4,112.47964477539062,193.81448364257812
6,470.4345703125,257.396240234375
7,629.9979248046875,418.7585144042969
8,769.9949951171875,473.277587890625
9,65.91793823242188,188.41116333007812
10,386.8081970214844,256.6246643066406
1,1200.6405029296875,698.8237915039062
2,280.81610107421875,386.6031188964844
4,111.8078384399414,192.58416748046875
6,470.54364013671875,257.3852844238281
7,632.1728515625,420.5157470703125
8,773.4889526367188,476.15771484375
9,65.08016967773438,187.85983276367188
10,387.6015625,257.54632568359375
1,1207.0052490234375,702.58447265625
2,280.21630859375,385.2646789550781
4,111.5650634765625,191.80780029296875
6,470.2147216796875,257.420166015625
7,633.9498291015625,421.945556640625
8,777.1998901367188,478.913330078125
9,64.68441009521484,187.38595581054688
10,388.48431396484375,258.02850341796875
11,488.0750732421875,300.2161865234375
1,1213.5443115234375,705.353515625
2,279.98126220703125,383.7613830566406
4,110.72272491455078,191.45315551757812
6,470.4562683105469,257.4473876953125
7,636.4202880859375,424.0897216796875
8,780.3905029296875,481.0394287109375
9,64.38311004638672,187.05535888671875
10,389.4757080078125,258.4076232910156
11,489.4366760253906,300.70098876953125
1,1218.60400390625,710.984619140625
2,279.1272888183594,382.38763427734375
4,109.5997314453125,190.32513427734375
6,470.5645751953125,257.51873779296875
7,643.796142578125,427.6871032714844
8,785.5028076171875,483.71710205078125
9,63.46673583984375,186.5810089111328
10,392.0863952636719,259.380859375
11,491.52020263671875,302.0635986328125
1,1222.4381103515625,715.3740234375
2,278.491455078125,381.63714599609375
4,108.7866439819336,189.74041748046875
6,470.525634765625,257.5086364746094
7,647.0687866210938,431.2767639160156
8,790.9793701171875,485.87139892578125
9,62.72548294067383,186.02755737304688
10,394.33282470703125,260.1035461425781
11,493.26678466796875,302.9384765625
1,1225.6668701171875,719.4625244140625
2,278.2763977050781,380.7658386230469
4,107.91722106933594,189.40567016601562
6,470.4039611816406,257.449951171875
7,649.3309936523438,432.78643798828125
8,795.4180908203125,488.0645751953125
9,61.71793746948242,185.43890380859375
10,395.88006591796875,260.7222595214844
11,494.67645263671875,303.58978271484375
12,606.3819580078125,923.7896118164062
1,1228.6572265625,722.456298828125
2,277.66143798828125,380.4158630371094
4,106.98262023925781,188.61334228515625
6,470.77447509765625,257.46563720703125
7,651.6231689453125,434.4308776855469
8,798.7088623046875,490.4360046386719
9,60.90147399902344,184.98684692382812
10,397.3856506347656,261.4294128417969
11,495.91082763671875,304.2724609375
12,602.763427734375,919.3130493164062
